ID,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,METEOR,BERTScore_P,BERTScore_R,BERTScore_F1,FKGL,DCRS,CLI
121,0.06753246753246754,0.010443864229765013,0.051948051948051945,0.0021371264013483673,0.02998286693318104,0.7958834171295166,0.7737091183662415,0.7846396565437317,9.9,9.59,11.77
122,0.13836477987421383,0.044303797468354424,0.08176100628930819,0.02842775037587613,0.07059490018886155,0.841240406036377,0.7975013852119446,0.8187872171401978,13.5,11.73,14.5
123,0.08677685950413222,0.04979253112033194,0.06611570247933884,6.66010272974551e-06,0.033456750202598355,0.8984121084213257,0.7776622772216797,0.8336876034736633,7.2,10.35,7.24
124,0.14835164835164835,0.06077348066298342,0.1043956043956044,0.004012644266495413,0.06140375487087408,0.8948367834091187,0.7975870966911316,0.8434178829193115,13.5,12.37,14.85
125,0.07476635514018692,0.02626641651031895,0.052336448598130844,5.7461961970204885e-08,0.025167715060059558,0.8570992946624756,0.7744017243385315,0.8136546015739441,7.0,9.31,5.26
126,0.16956521739130437,0.048034934497816595,0.10434782608695652,0.009110465303866697,0.07484390636833277,0.8538773059844971,0.7938961386680603,0.8227949738502502,12.3,7.36,6.91
127,0.20052770448548812,0.07427055702917772,0.14248021108179418,0.09325609468512704,0.09695239834985006,0.8815404176712036,0.8076215982437134,0.8429636359214783,9.9,8.5,10.84
128,0.1274131274131274,0.06201550387596899,0.1081081081081081,0.0010783010520592458,0.05180667314666848,0.882013738155365,0.7946512699127197,0.8360564708709717,9.8,8.17,12.29
129,0.14173228346456693,0.04221635883905014,0.09448818897637795,0.025402318931884077,0.0568643283469326,0.8424685001373291,0.8050031661987305,0.8233098387718201,13.2,13.52,10.86
130,0.08762886597938144,0.046632124352331605,0.07731958762886597,2.248317972614784e-06,0.03517785583684569,0.8981719613075256,0.7811627388000488,0.8355910181999207,6.2,7.16,7.46
131,0.10240963855421685,0.03636363636363637,0.09036144578313252,0.0006330072024842346,0.0337609723160027,0.8700196743011475,0.7969362735748291,0.8318759202957153,6.0,7.93,8.8
132,0.21305841924398625,0.062283737024221464,0.13058419243986255,0.048465081640434754,0.09061623188354963,0.8787907361984253,0.805790901184082,0.8407091498374939,9.7,8.65,9.05
133,0.05714285714285715,0.013245033112582781,0.05274725274725275,1.5460128610741567e-06,0.023430178069353325,0.8385408520698547,0.7774106860160828,0.8068195581436157,9.5,6.71,11.93
134,0.117359413202934,0.02457002457002457,0.09290953545232275,0.010710188926515086,0.04213101386246263,0.8269733190536499,0.7853191494941711,0.8056080937385559,18.9,8.67,16.42
135,0.1342925659472422,0.04337349397590361,0.10551558752997603,0.002741735011234841,0.04943880277926242,0.883561372756958,0.7984881401062012,0.8388733863830566,9.7,8.65,9.81
136,0.15948275862068967,0.051948051948051945,0.09913793103448276,0.012409129211559705,0.07544992465765947,0.8779150247573853,0.8094304203987122,0.8422828912734985,10.5,8.4,6.22
137,0.13013698630136986,0.00689655172413793,0.0958904109589041,0.05083684421016416,0.06270903010033445,0.8332384824752808,0.804990291595459,0.8188708424568176,18.9,8.35,17.12
138,0.2016348773841962,0.038356164383561646,0.10899182561307902,0.022564687206954787,0.07022471910112359,0.8755626678466797,0.8016524314880371,0.83697909116745,8.5,7.67,8.0
139,0.13090909090909092,0.06934306569343066,0.10545454545454547,0.004342577712447245,0.05467968626625255,0.8893914222717285,0.7968544363975525,0.8405838012695312,13.5,11.29,13.11
140,0.10218978102189781,0.034229828850855744,0.06812652068126522,3.060292905541583e-06,0.028052364413572003,0.8699333667755127,0.7873238325119019,0.826569676399231,10.3,12.13,12.75
141,0.07537688442211055,0.015151515151515152,0.06030150753768845,2.107835333504514e-05,0.031176671214188278,0.8540691137313843,0.7781116962432861,0.8143229484558105,16.6,12.46,15.96
142,0.13924050632911394,0.03389830508474576,0.11392405063291139,0.016157020745746088,0.05611338295117359,0.8461570739746094,0.776400089263916,0.8097791075706482,5.1,6.8,9.38
143,0.21465968586387435,0.11052631578947368,0.14659685863874344,0.1546015270268647,0.0879704212768429,0.8890408873558044,0.8094711303710938,0.847392201423645,7.8,7.49,7.07
144,0.13466334164588528,0.02506265664160401,0.08977556109725686,0.0012819616908731999,0.046335299073294006,0.8506059646606445,0.8052064776420593,0.8272838592529297,9.4,9.67,11.59
145,0.11034482758620691,0.023094688221709007,0.09655172413793102,0.002142207921792118,0.04208311415044713,0.8362887501716614,0.7755486369132996,0.8047742247581482,7.7,6.18,11.24
146,0.1563517915309446,0.039344262295081964,0.09771986970684039,0.03929773122644917,0.07306709474783932,0.8546983003616333,0.8163138031959534,0.8350651264190674,14.6,11.64,15.15
147,0.14076246334310852,0.023598820058997053,0.07624633431085044,0.013800423636328437,0.048625083836351446,0.8394697308540344,0.8009217381477356,0.8197428584098816,13.7,10.11,16.93
148,0.14609571788413098,0.050632911392405056,0.10579345088161209,0.006305891605717649,0.05171475231355472,0.8569211363792419,0.8053643107414246,0.8303431868553162,8.9,10.22,15.71
149,0.07900207900207899,0.016701461377870565,0.06237006237006237,3.244534137260937e-06,0.03259570406870378,0.855652928352356,0.769438624382019,0.8102588653564453,8.2,9.94,11.99
150,0.1797752808988764,0.05084745762711864,0.10674157303370786,0.13311236915584276,0.0752717391304348,0.8663090467453003,0.8062164783477783,0.8351832032203674,8.9,6.32,8.18
151,0.14563106796116507,0.04390243902439024,0.09223300970873786,0.001419647346730557,0.054714307682168666,0.8760441541671753,0.809404194355011,0.8414067625999451,13.1,10.4,13.58
152,0.15384615384615385,0.06097560975609756,0.10526315789473684,0.010584771723732723,0.0689072444143534,0.8846777677536011,0.8087416887283325,0.8450071811676025,12.3,9.48,7.67
153,0.11455847255369929,0.03836930455635491,0.10023866348448689,0.0013113182228533962,0.04060303053052448,0.8803539276123047,0.7803341150283813,0.8273320198059082,15.4,9.57,15.84
154,0.07874015748031496,0.005277044854881266,0.057742782152230984,0.0006273679214449804,0.03256867742849051,0.8373920917510986,0.781825065612793,0.8086551427841187,11.7,11.54,12.53
155,0.08484848484848485,0.03245436105476674,0.06868686868686869,8.818812626222366e-06,0.03189315048122212,0.8498985767364502,0.7677378058433533,0.806731641292572,8.2,6.44,8.99
156,0.13135593220338984,0.029787234042553186,0.07203389830508475,0.00622148763138036,0.04500236854571293,0.8524501919746399,0.7958677411079407,0.8231877684593201,15.9,11.48,18.21
157,0.09329446064139942,0.011730205278592374,0.07580174927113703,0.00017224755636216285,0.03320683111954459,0.8646260499954224,0.7852516174316406,0.8230295181274414,5.0,8.4,5.97
158,0.06984126984126984,0.006389776357827476,0.05714285714285715,1.880757890305058e-05,0.027534956258659576,0.8339020013809204,0.7634618282318115,0.7971287965774536,13.9,8.84,18.55
