ID,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,METEOR,BERTScore_P,BERTScore_R,BERTScore_F1,FKGL,DCRS,CLI
159,0.24806201550387594,0.046875,0.13953488372093023,0.18354049377274323,0.09157509157509157,0.8613848686218262,0.808679461479187,0.8342004418373108,11.9,7.6,10.68
160,0.09578544061302681,0.02692307692307692,0.06513409961685823,0.0010412239961093842,0.03719073786756872,0.8680693507194519,0.793269157409668,0.828985333442688,20.3,13.88,20.54
161,0.1333333333333333,0.029154518950437316,0.07536231884057971,0.0020381264015440783,0.04040077569489334,0.8634220361709595,0.7942547798156738,0.8273953795433044,13.1,11.34,17.57
162,0.12244897959183672,0.03519061583577713,0.08746355685131196,0.0003009659509604769,0.03764115432873275,0.8985462188720703,0.794548749923706,0.8433535099029541,6.2,7.81,4.92
163,0.12075471698113208,0.03041825095057034,0.07547169811320754,0.0019204718599866244,0.05098164621974146,0.8800527453422546,0.7969348430633545,0.8364338874816895,10.7,9.93,8.3
164,0.13846153846153847,0.015463917525773196,0.08205128205128205,0.007511170400827957,0.057766844720385284,0.8718547821044922,0.7988335490226746,0.8337484002113342,14.9,10.47,18.38
165,0.18279569892473116,0.04864864864864865,0.12903225806451613,0.02286108957234625,0.06840611802983475,0.849783182144165,0.7842557430267334,0.8157055974006653,6.9,6.8,11.24
166,0.14622641509433962,0.03317535545023696,0.09433962264150944,0.004019965846702732,0.04347826086956521,0.7956265807151794,0.7784771919250488,0.7869583964347839,7.3,6.06,7.31
167,0.11894273127753303,0.02654867256637168,0.07488986784140968,0.0018283354360534032,0.04202651885685047,0.8566833734512329,0.7926300764083862,0.8234128952026367,14.2,11.19,14.33
168,0.06088992974238876,0.004705882352941176,0.046838407494145196,1.9421502739899182e-06,0.022277227722772276,0.8221844434738159,0.779423177242279,0.800233006477356,11.1,13.02,10.28
169,0.11444141689373297,0.0273972602739726,0.07084468664850135,0.0013765164409712263,0.04908855153090185,0.8816114664077759,0.8008663654327393,0.839301347732544,17.0,11.64,11.04
170,0.11740041928721175,0.037894736842105266,0.08805031446540881,0.0020512190841749972,0.04354801741920696,0.8252444863319397,0.7672643661499023,0.7951989769935608,6.9,6.11,6.72
171,0.12322274881516587,0.028571428571428577,0.0900473933649289,0.005226549434837157,0.04184665226781857,0.8677529692649841,0.8085570335388184,0.8371098041534424,14.6,11.64,15.44
172,0.1487603305785124,0.029045643153526972,0.09090909090909091,0.0029465122490961435,0.055698739021055384,0.8507956862449646,0.7836830615997314,0.8158615231513977,7.4,7.62,5.62
173,0.21142857142857144,0.09195402298850575,0.16,0.03815472745442257,0.08237278526663802,0.8761289119720459,0.8006848692893982,0.8367096185684204,12.3,8.58,12.3
174,0.14662756598240467,0.04129793510324483,0.093841642228739,0.001166715390951277,0.05538859971451884,0.8931962847709656,0.8134782910346985,0.8514754772186279,15.8,10.65,9.76
175,0.13731343283582093,0.0,0.10149253731343283,0.016732559998692133,0.06310854670032455,0.8110663890838623,0.770271897315979,0.7901429533958435,3.7,5.38,3.16
176,0.05985037406483791,0.005012531328320802,0.04488778054862843,1.0784584039250668e-05,0.027559055118110232,0.8391820192337036,0.7786336541175842,0.8077747821807861,7.4,7.81,6.6
177,0.10526315789473685,0.020151133501259445,0.08521303258145363,0.006227204085442261,0.04186602870813396,0.8245163559913635,0.7864446640014648,0.8050306439399719,12.9,11.68,13.34
178,0.15458937198067632,0.019417475728155338,0.10628019323671498,0.011872368101534896,0.06030756821744358,0.835567057132721,0.7840038537979126,0.8089645504951477,6.4,5.98,4.74
179,0.08955223880597016,0.005,0.05970149253731344,0.0008545492548686563,0.03559693318729463,0.839939534664154,0.7899481058120728,0.8141772150993347,17.8,13.72,19.78
180,0.13924050632911392,0.04237288135593221,0.10126582278481013,0.0028230482556668157,0.055737008326155614,0.8736857175827026,0.7913798093795776,0.8304985165596008,10.7,10.47,11.43
181,0.1425287356321839,0.023094688221709007,0.08735632183908046,0.0009961246979317269,0.053859029122474616,0.8530269265174866,0.7902379631996155,0.8204328417778015,12.5,9.27,12.01
182,0.16371681415929204,0.07111111111111111,0.10176991150442478,0.012426849993325507,0.06404340004565556,0.880320131778717,0.8081780076026917,0.8427078723907471,8.1,9.54,10.37
183,0.11253196930946292,0.030848329048843184,0.08695652173913043,0.004754579333594705,0.039335664335664336,0.8360296487808228,0.7956905364990234,0.8153614401817322,17.8,10.11,21.58
184,0.1467391304347826,0.021857923497267756,0.09782608695652174,0.041448456996874515,0.06537941560428746,0.8330234289169312,0.7936128377914429,0.8128407001495361,15.4,11.19,14.1
185,0.07124681933842239,0.010230179028132991,0.05089058524173028,0.00014879689126698762,0.03374739806342151,0.8486150503158569,0.7728959321975708,0.808987557888031,13.3,8.98,12.64
186,0.12350597609561753,0.008,0.09163346613545817,0.0010757692987557682,0.04568178739936878,0.8475228548049927,0.7687327861785889,0.8062073588371277,12.4,6.01,10.32
187,0.08333333333333333,0.027972027972027975,0.04861111111111111,0.0004925103384524262,0.04928571005989674,0.8736710548400879,0.7823651432991028,0.8255010843276978,8.7,8.21,9.99
188,0.09844559585492227,0.036458333333333336,0.06735751295336788,0.0016410943700980304,0.04446297851237806,0.8225967884063721,0.7907727360725403,0.8063709139823914,12.9,13.06,14.96
189,0.14253897550111358,0.026845637583892617,0.0979955456570156,0.0033931498015223162,0.053974484789008834,0.8496580123901367,0.7860124111175537,0.8165969252586365,10.7,9.39,8.94
190,0.17261904761904762,0.07185628742514971,0.10119047619047619,0.0348043244546776,0.06877207637661173,0.85738205909729,0.8014899492263794,0.8284943699836731,7.8,9.75,7.07
191,0.13942307692307693,0.057971014492753624,0.08173076923076923,0.0014872699045682543,0.051278808154893836,0.8654540777206421,0.7913761138916016,0.8267590403556824,10.4,9.79,15.99
192,0.08735632183908044,0.018475750577367205,0.05517241379310345,9.184295003436535e-06,0.03606450365709626,0.8867888450622559,0.7913702726364136,0.8363668918609619,15.4,12.46,14.1
193,0.15254237288135594,0.05113636363636363,0.11299435028248588,0.07178715272582283,0.060502913987138265,0.8691571950912476,0.8097913265228271,0.8384246826171875,12.1,11.07,11.9
194,0.18274111675126906,0.015306122448979591,0.11167512690355332,0.022621686344542716,0.0639690568283249,0.8448919057846069,0.7818020582199097,0.8121235966682434,8.0,7.16,6.38
195,0.1553398058252427,0.03257328990228013,0.10355987055016182,0.04284136937416746,0.061867266591676046,0.8164464235305786,0.8034995198249817,0.8099212050437927,12.7,10.32,10.73
196,0.2127659574468085,0.1176470588235294,0.14361702127659576,0.0737523414345792,0.08563291679308253,0.8700065612792969,0.8034424781799316,0.8354007005691528,13.2,8.0,10.62
197,0.12807881773399016,0.04455445544554456,0.07881773399014778,0.00043412924073799665,0.045278133532556004,0.8884947896003723,0.7804762125015259,0.8309898376464844,10.9,10.68,8.41
198,0.1466992665036675,0.029484029484029485,0.09290953545232275,0.008538302056547707,0.05579416340866762,0.8747032880783081,0.8015439510345459,0.8365271091461182,11.3,8.89,11.02
199,0.1089108910891089,0.05472636815920398,0.07425742574257425,0.000521576369001499,0.055941880650631666,0.9000946283340454,0.7964892387390137,0.8451284766197205,18.5,12.49,15.62
200,0.11528822055137843,0.025188916876574305,0.08521303258145364,0.002458700042278443,0.039966923925027556,0.8389718532562256,0.7865818738937378,0.8119326233863831,7.2,8.33,10.83
201,0.0970873786407767,0.014634146341463415,0.0825242718446602,0.003326215453422364,0.0437604534969839,0.8225483298301697,0.7845260500907898,0.8030874133110046,17.0,11.99,16.83
202,0.15041782729805012,0.0392156862745098,0.10584958217270195,0.020326726382278847,0.06093649775497113,0.8725277781486511,0.8113605976104736,0.8408332467079163,8.0,8.94,10.61
203,0.11076923076923077,0.030959752321981428,0.06153846153846155,3.790443531624907e-05,0.038278894472361824,0.8806620836257935,0.795062780380249,0.8356761932373047,12.3,10.96,12.54
204,0.14790996784565918,0.006472491909385114,0.07717041800643086,0.011417631114324764,0.06010928961748634,0.8597416877746582,0.7877345085144043,0.8221644759178162,9.7,10.68,13.05
205,0.11904761904761903,0.009569377990430622,0.07619047619047618,0.0021003487709541037,0.05680266084268702,0.846504807472229,0.7905454635620117,0.8175687193870544,14.2,7.96,14.1
206,0.14505494505494507,0.026490066225165566,0.0923076923076923,0.0048053125279610255,0.05285152409046214,0.8579248189926147,0.7957012057304382,0.8256423473358154,10.5,9.04,7.38
207,0.07792207792207792,0.006535947712418301,0.04545454545454546,0.013290095732014028,0.033192476592924014,0.804908037185669,0.7709638476371765,0.7875702977180481,15.2,7.64,16.59
208,0.045454545454545456,0.004149377593360996,0.0371900826446281,3.51953753458105e-11,0.018193493150684928,0.8431140780448914,0.7603212594985962,0.7995802164077759,10.3,8.92,9.8
209,0.10138248847926266,0.032407407407407406,0.06912442396313363,0.0002916199284485997,0.034465151901965786,0.847141683101654,0.7879811525344849,0.8164911866188049,15.8,10.34,9.82
210,0.13304721030042918,0.03017241379310345,0.0944206008583691,0.0005508154122908628,0.047614085614395084,0.865720808506012,0.7948578000068665,0.8287773132324219,4.8,7.93,9.03
211,0.19455252918287938,0.04705882352941177,0.10894941634241244,0.042482663454214295,0.08645125240610292,0.9002378582954407,0.8315233588218689,0.8645173907279968,13.5,11.91,14.5
212,0.14424951267056532,0.08610567514677103,0.11306042884990254,0.003656749439072357,0.05189123550880205,0.8668572306632996,0.7897419333457947,0.8265047073364258,7.8,10.47,11.13
213,0.06369426751592357,0.0,0.044585987261146494,0.011475450920804089,0.042798660215854115,0.795689582824707,0.7710057497024536,0.7831531763076782,18.1,7.4,19.89
214,0.16374269005847952,0.023529411764705882,0.09941520467836258,0.04373206574775978,0.08352610307421714,0.87071692943573,0.816484808921814,0.8427292704582214,16.5,13.15,17.46
215,0.08527131782945736,0.01556420233463035,0.058139534883720936,0.0003007759029619612,0.03975577065286288,0.8571503162384033,0.7732778191566467,0.8130568265914917,9.7,9.46,12.18
216,0.15000000000000002,0.01675977653631285,0.0888888888888889,0.01792471267826474,0.05244613742975999,0.8443267345428467,0.8107540011405945,0.8271998167037964,17.8,13.72,18.28
217,0.1687979539641944,0.04627249357326479,0.1227621483375959,0.0376376584276166,0.06500164687788695,0.8668150901794434,0.8054162263870239,0.8349884748458862,11.6,8.51,9.39
218,0.050808314087759814,0.018561484918793506,0.050808314087759814,1.987593384456202e-07,0.02739543361310564,0.8738309741020203,0.7566518783569336,0.8110306859016418,10.3,9.94,8.94
219,0.14323607427055704,0.02666666666666667,0.10079575596816977,0.01618131591479612,0.05390835579514824,0.8469270467758179,0.7942500114440918,0.8197430968284607,10.1,7.15,11.38
220,0.1162079510703364,0.01846153846153846,0.07339449541284403,0.0016952373683083765,0.04173622704507512,0.8495287299156189,0.7902207374572754,0.8188021183013916,14.2,10.78,9.88
221,0.08383233532934133,0.012048192771084336,0.0658682634730539,0.003542036067418926,0.0488802399617239,0.8393704295158386,0.7863180637359619,0.8119785785675049,15.0,10.23,18.85
222,0.05376344086021505,0.005405405405405406,0.03763440860215053,3.036018907231944e-11,0.01979184033153119,0.8680324554443359,0.7658794522285461,0.8137626647949219,4.8,10.35,8.63
223,0.09467455621301775,0.011904761904761906,0.053254437869822494,0.00013226233727909177,0.028319697923222153,0.8277424573898315,0.7755618095397949,0.800803005695343,9.9,13.02,9.0
224,0.14698162729658795,0.015831134564643797,0.08923884514435695,0.016633328101883435,0.0495049504950495,0.8286514282226562,0.7857619524002075,0.8066369295120239,17.2,9.12,14.22
225,0.11504424778761063,0.026666666666666665,0.08407079646017698,0.0022337151466857515,0.04443880142204164,0.8341677188873291,0.7742735147476196,0.8031054735183716,19.0,7.39,19.43
226,0.19825072886297376,0.01759530791788856,0.12244897959183673,0.031120064876383878,0.07042986834705157,0.861495852470398,0.7998591661453247,0.829534113407135,12.7,8.45,10.1
227,0.11691022964509397,0.020964360587002094,0.06680584551148225,0.0016626505423995481,0.04716981132075472,0.8519210815429688,0.7922654151916504,0.8210110068321228,9.5,9.75,8.41
228,0.135678391959799,0.04040404040404041,0.09045226130653267,0.0021988301696539603,0.03697383390216155,0.8555726408958435,0.8012347221374512,0.8275126218795776,13.9,13.3,14.32
229,0.08695652173913043,0.01639344262295082,0.07065217391304349,3.2942923186844276e-05,0.028993911278631487,0.8577779531478882,0.7875474691390991,0.8211638331413269,10.7,8.03,8.77
230,0.13981762917933133,0.03058103975535168,0.1094224924012158,0.004130758477461031,0.04402302742973247,0.8489276766777039,0.7970085740089417,0.8221492767333984,10.1,8.56,10.44
231,0.141643059490085,0.011396011396011397,0.08498583569405099,0.013361421045611274,0.0692389075951201,0.8677495121955872,0.810043454170227,0.8379040956497192,10.7,9.54,11.01
232,0.09844559585492227,0.005208333333333333,0.0621761658031088,0.0011024148640750716,0.039038924670960526,0.8555525541305542,0.7923933267593384,0.8227626085281372,18.6,14.32,20.81
233,0.03940886699507389,0.01485148514851485,0.03448275862068966,1.0151033235339073e-12,0.016399999999999998,0.8609589338302612,0.7587393522262573,0.8066235780715942,0.9,10.81,6.02
234,0.12177121771217712,0.02592592592592593,0.08487084870848709,0.0005223719306114739,0.04738417077945219,0.8331963419914246,0.7787946462631226,0.8050774931907654,12.5,8.16,12.13
235,0.08411214953271028,0.056338028169014086,0.07943925233644861,2.390140092538382e-07,0.027123013839409474,0.9219850301742554,0.7770262956619263,0.8433217406272888,16.2,11.45,13.4
236,0.12751677852348994,0.013513513513513513,0.087248322147651,0.004234359423403977,0.041984732824427475,0.8698223829269409,0.8109848499298096,0.839373767375946,12.5,10.37,10.79
237,0.079155672823219,0.021220159151193636,0.0633245382585752,1.4149137911351343e-05,0.024723676556137292,0.8612773418426514,0.7637150883674622,0.8095675110816956,15.8,11.0,14.68
238,0.09699769053117784,0.018561484918793506,0.06466512702078521,1.0856194272320647e-06,0.03159679479306247,0.8714010715484619,0.7830134630203247,0.8248461484909058,15.0,10.09,9.87
239,0.09433962264150944,0.009478672985781991,0.0660377358490566,0.0010571439791394184,0.034309844286091316,0.7992124557495117,0.7709968090057373,0.7848511338233948,14.8,6.92,17.45
240,0.12560386473429952,0.03398058252427185,0.09178743961352658,0.0009734325435665099,0.05117555601958784,0.8800734281539917,0.7964942455291748,0.8362005352973938,11.3,10.37,9.74
